OBJECTID,Reported_Date,Occurrence_Category,Occurrence_Group,Occurrence_Type_Group,Intersection,Reported_Day,Reported_Month,Reported_Year,Date_Reported,weekday,month
19009,5/20/2023 12:00,Non-Violent,Property,Break and Enter Residential,104 ST/81 AV,20,5,2023,5/20/2023,Saturday,May
19012,5/20/2023 12:00,Non-Violent,Property,Possession Stolen Property,97 ST/JASPER AV,20,5,2023,5/20/2023,Saturday,May
19013,5/20/2023 12:00,Disorder,Disputes/Disturbances,Dispute,154 ST/STONY PLAIN RD,20,5,2023,5/20/2023,Saturday,May
19014,5/20/2023 12:00,Disorder,General Disorder,Trespassing,178 ST/89 AV,20,5,2023,5/20/2023,Saturday,May
19015,5/20/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,111 ST/85 AV,20,5,2023,5/20/2023,Saturday,May
19016,5/20/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,JASPER AV/116 ST,20,5,2023,5/20/2023,Saturday,May
19017,5/20/2023 12:00,Disorder,General Disorder,Trouble with Person,118 AV/70 ST,20,5,2023,5/20/2023,Saturday,May
19018,5/20/2023 12:00,Violent,Personal Violence,Robbery Personal,106 ST/SASKATCHEWAN DR,20,5,2023,5/20/2023,Saturday,May
19019,5/20/2023 12:00,Violent,Personal Violence,Robbery Commercial,137 AV/50 ST,20,5,2023,5/20/2023,Saturday,May
19020,5/20/2023 12:00,Violent,Personal Violence,Assault,114 ST/NOT NAMED RD,20,5,2023,5/20/2023,Saturday,May
19021,5/20/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,20,5,2023,5/20/2023,Saturday,May
19022,5/19/2023 12:00,Violent,Personal Violence,Assault,96 ST/105A AV,19,5,2023,5/19/2023,Friday,May
19023,5/19/2023 12:00,Non-Violent,Property,Theft Under $5000,103A ST/59 AV,19,5,2023,5/19/2023,Friday,May
19024,5/19/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,111 AV/75 ST,19,5,2023,5/19/2023,Friday,May
19025,5/19/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,106A AV/97 ST,19,5,2023,5/19/2023,Friday,May
19026,5/19/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,126 ST/114 AV,19,5,2023,5/19/2023,Friday,May
19027,5/19/2023 12:00,Disorder,General Disorder,Trouble with Person,102 ST/136 AV,19,5,2023,5/19/2023,Friday,May
19028,5/19/2023 12:00,Violent,Personal Violence,Assault,22 AV/56 ST,19,5,2023,5/19/2023,Friday,May
19030,5/19/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,66 ST/YELLOWHEAD TR,19,5,2023,5/19/2023,Friday,May
19031,5/19/2023 12:00,Non-Violent,Property,Fraud - Financial,136 AV/77 ST,19,5,2023,5/19/2023,Friday,May
19032,5/19/2023 12:00,Non-Violent,Property,Theft Over $5000,104 AV/77 ST,19,5,2023,5/19/2023,Friday,May
19033,5/19/2023 12:00,Disorder,General Disorder,Trespassing,121 AV/82 ST,19,5,2023,5/19/2023,Friday,May
19034,5/19/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,119 AV/83 ST,19,5,2023,5/19/2023,Friday,May
19035,5/19/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,119 AV/89 ST,19,5,2023,5/19/2023,Friday,May
19036,5/19/2023 12:00,Non-Violent,Property,Fraud - Financial,112 AV/95 ST,19,5,2023,5/19/2023,Friday,May
19037,5/19/2023 12:00,Disorder,General Disorder,Trouble with Person,137 AV/137 AV,19,5,2023,5/19/2023,Friday,May
19038,5/19/2023 12:00,Non-Violent,Property,Break and Enter Commercial,97 ST/JASPER AV,19,5,2023,5/19/2023,Friday,May
19039,5/19/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,120 ST/91 AV,19,5,2023,5/19/2023,Friday,May
19040,5/19/2023 12:00,Non-Violent,Property,Break and Enter Commercial,92 ST/92 ST,19,5,2023,5/19/2023,Friday,May
19041,5/19/2023 12:00,Disorder,General Disorder,Trouble with Person,118 AV/90 ST,19,5,2023,5/19/2023,Friday,May
19042,5/19/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,128 AV/52 ST,19,5,2023,5/19/2023,Friday,May
19043,5/19/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,118A ST/2 AV SW,19,5,2023,5/19/2023,Friday,May
19044,5/19/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,151 ST/151 ST,19,5,2023,5/19/2023,Friday,May
19046,5/19/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,122 AV/122 ST,19,5,2023,5/19/2023,Friday,May
19047,5/19/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,106 AV/125 ST,19,5,2023,5/19/2023,Friday,May
19049,5/19/2023 12:00,Non-Violent,Property,Break and Enter Residential,97 ST/97 ST,19,5,2023,5/19/2023,Friday,May
19050,5/19/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,107 ST/JASPER AV,19,5,2023,5/19/2023,Friday,May
19051,5/19/2023 12:00,Non-Violent,Property,Theft Under $5000,104 AV/118 ST,19,5,2023,5/19/2023,Friday,May
19052,5/19/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,132A AV/VICTORIA TR,19,5,2023,5/19/2023,Friday,May
19053,5/19/2023 12:00,Non-Violent,Property,Theft Under $5000,108A ST/51 AV,19,5,2023,5/19/2023,Friday,May
19054,5/19/2023 12:00,Non-Violent,Property,Theft Under $5000,137 AV/97 ST,19,5,2023,5/19/2023,Friday,May
19057,5/19/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,119 AV/81 ST,19,5,2023,5/19/2023,Friday,May
19058,5/19/2023 12:00,Non-Violent,Property,Possession Stolen Property,111 AV/151 ST,19,5,2023,5/19/2023,Friday,May
19059,5/19/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,115 AV/KINGSWAY ,19,5,2023,5/19/2023,Friday,May
19060,5/18/2023 12:00,Disorder,Mischief/Graffiti,Graffiti,100A AV/158 ST,18,5,2023,5/18/2023,Thursday,May
19061,5/18/2023 12:00,Non-Violent,Property,Break and Enter Residential,113 AV/115 ST,18,5,2023,5/18/2023,Thursday,May
19062,5/18/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,123 AV/135 ST,18,5,2023,5/18/2023,Thursday,May
19063,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,107 ST/47 AV,18,5,2023,5/18/2023,Thursday,May
19064,5/18/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Criminal Flight Event,119 AV/38 ST,18,5,2023,5/18/2023,Thursday,May
19065,5/18/2023 12:00,Weapons,Weapons Violations,Weapons Complaint,119 AV/47 ST,18,5,2023,5/18/2023,Thursday,May
19066,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,107 ST/47 AV,18,5,2023,5/18/2023,Thursday,May
19068,5/18/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,107 ST/83 AV,18,5,2023,5/18/2023,Thursday,May
19069,5/18/2023 12:00,Non-Violent,Property,Fraud General,121 AV/82 ST,18,5,2023,5/18/2023,Thursday,May
19071,5/18/2023 12:00,Non-Violent,Property,Break and Enter Residential,54 ST/54 ST,18,5,2023,5/18/2023,Thursday,May
19072,5/18/2023 12:00,Disorder,Provincial Statute Violations,Intoxicated Person,118 AV/92 ST,18,5,2023,5/18/2023,Thursday,May
19074,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,103 ST/108 AV,18,5,2023,5/18/2023,Thursday,May
19075,5/18/2023 12:00,Disorder,General Disorder,Trouble with Person,108 AV/124 ST,18,5,2023,5/18/2023,Thursday,May
19076,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,139 AV/40 ST,18,5,2023,5/18/2023,Thursday,May
19077,5/18/2023 12:00,Disorder,Mischief/Graffiti,Graffiti,103 ST/JASPER AV,18,5,2023,5/18/2023,Thursday,May
19078,5/18/2023 12:00,Disorder,Disputes/Disturbances,Dispute,128 AV/87 ST,18,5,2023,5/18/2023,Thursday,May
19081,5/18/2023 12:00,Drugs,Drug Violations,Drugs,101A ST/THORNTON CT,18,5,2023,5/18/2023,Thursday,May
19082,5/18/2023 12:00,Drugs,Drug Violations,Drugs,165 ST/99A AV,18,5,2023,5/18/2023,Thursday,May
19083,5/18/2023 12:00,Violent,Personal Violence,Robbery Personal,105 AV/119 ST,18,5,2023,5/18/2023,Thursday,May
19084,5/18/2023 12:00,Non-Violent,Property,Break and Enter Commercial,71 ST/115 AV,18,5,2023,5/18/2023,Thursday,May
19085,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/GROAT RD,18,5,2023,5/18/2023,Thursday,May
19086,5/18/2023 12:00,Disorder,Disputes/Disturbances,Dispute,103A AV/99 ST,18,5,2023,5/18/2023,Thursday,May
19087,5/18/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,18,5,2023,5/18/2023,Thursday,May
19089,5/18/2023 12:00,Disorder,Disputes/Disturbances,Dispute,122 AV/122 ST,18,5,2023,5/18/2023,Thursday,May
19091,5/17/2023 12:00,Violent,Personal Violence,Assault,96 ST/105A AV,17,5,2023,5/17/2023,Wednesday,May
19092,5/17/2023 12:00,Non-Violent,Property,Fraud - Financial,105 AV/107 ST,17,5,2023,5/17/2023,Wednesday,May
19093,5/17/2023 12:00,Non-Violent,Property,Fraud Personal,111A AV/114 ST,17,5,2023,5/17/2023,Wednesday,May
19094,5/17/2023 12:00,Disorder,General Disorder,Trouble with Person,129 AV/102 ST,17,5,2023,5/17/2023,Wednesday,May
19095,5/17/2023 12:00,Non-Violent,Property,Theft Under $5000,160 AV/97 ST,17,5,2023,5/17/2023,Wednesday,May
19096,5/17/2023 12:00,Non-Violent,Property,Break and Enter Residential,164 ST/97 AV,17,5,2023,5/17/2023,Wednesday,May
19098,5/17/2023 12:00,Non-Violent,Property,Break and Enter Residential,124A AV/48 ST,17,5,2023,5/17/2023,Wednesday,May
19099,5/17/2023 12:00,Disorder,General Disorder,Trouble with Person,109 ST/82 AV,17,5,2023,5/17/2023,Wednesday,May
19100,5/17/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,104 AV/92 ST,17,5,2023,5/17/2023,Wednesday,May
19102,5/17/2023 12:00,Non-Violent,Property,Break and Enter Residential,134 AV/32A ST,17,5,2023,5/17/2023,Wednesday,May
19103,5/17/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,109 AV/115 ST,17,5,2023,5/17/2023,Wednesday,May
19104,5/17/2023 12:00,Non-Violent,Property,Theft Under $5000,157 ST/87 AV,17,5,2023,5/17/2023,Wednesday,May
19105,5/17/2023 12:00,Non-Violent,Property,Theft Under $5000,10 AV/77 ST,17,5,2023,5/17/2023,Wednesday,May
19106,5/17/2023 12:00,Non-Violent,Property,Theft Under $5000,135 AV/VICTORIA TR,17,5,2023,5/17/2023,Wednesday,May
19108,5/17/2023 12:00,Disorder,Disputes/Disturbances,Dispute,119 ST SW/19 AV SW,17,5,2023,5/17/2023,Wednesday,May
19109,5/17/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,23 AV/24 ST,17,5,2023,5/17/2023,Wednesday,May
19110,5/17/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,28 AV/YOUVILLE DR,17,5,2023,5/17/2023,Wednesday,May
19111,5/17/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,FALCONER RD/RABBIT HILL RD,17,5,2023,5/17/2023,Wednesday,May
19112,5/17/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,114 ST/NOT NAMED RD,17,5,2023,5/17/2023,Wednesday,May
19114,5/17/2023 12:00,Non-Violent,Property,Theft Under $5000,BORDEN PARK RD/BORDEN PARK RD,17,5,2023,5/17/2023,Wednesday,May
19115,5/17/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,104 ST/JASPER AV,17,5,2023,5/17/2023,Wednesday,May
19117,5/17/2023 12:00,Non-Violent,Property,Theft Under $5000,94B AV/73 ST,17,5,2023,5/17/2023,Wednesday,May
19118,5/17/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/KINGSWAY ,17,5,2023,5/17/2023,Wednesday,May
19119,5/17/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,17,5,2023,5/17/2023,Wednesday,May
19120,5/17/2023 12:00,Violent,Personal Violence,Assault,66 ST/23 AV,17,5,2023,5/17/2023,Wednesday,May
19121,5/17/2023 12:00,Non-Violent,Property,Theft Under $5000,111 AV/KINGSWAY ,17,5,2023,5/17/2023,Wednesday,May
19122,5/16/2023 12:00,Violent,Sexual Violations,Indecent Act,105 ST/119 AV,16,5,2023,5/16/2023,Tuesday,May
19123,5/16/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,105 AV/106 ST,16,5,2023,5/16/2023,Tuesday,May
19124,5/16/2023 12:00,Non-Violent,Property,Break and Enter Residential,105 AV/MAYFIELD RD,16,5,2023,5/16/2023,Tuesday,May
19125,5/16/2023 12:00,Drugs,Drug Violations,Drugs,106 ST/107 AV,16,5,2023,5/16/2023,Tuesday,May
19126,5/16/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,106 ST/67 AV,16,5,2023,5/16/2023,Tuesday,May
19128,5/16/2023 12:00,Non-Violent,Property,Fraud Personal,106 AV/97 ST,16,5,2023,5/16/2023,Tuesday,May
19129,5/16/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,100 AV/103 ST,16,5,2023,5/16/2023,Tuesday,May
19130,5/16/2023 12:00,Non-Violent,Property,Break and Enter Residential,116 ST/129 AV,16,5,2023,5/16/2023,Tuesday,May
19131,5/16/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,129 AV/65 ST,16,5,2023,5/16/2023,Tuesday,May
19132,5/16/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,145 AV/95 ST,16,5,2023,5/16/2023,Tuesday,May
19133,5/16/2023 12:00,Disorder,General Disorder,Trespassing,100 AV/100A AV,16,5,2023,5/16/2023,Tuesday,May
19134,5/16/2023 12:00,Drugs,Drug Violations,Drugs,132 AV/36 ST,16,5,2023,5/16/2023,Tuesday,May
19135,5/16/2023 12:00,Non-Violent,Property,Theft Under $5000,145A AV/25 ST,16,5,2023,5/16/2023,Tuesday,May
19136,5/16/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,129 AV/64 ST,16,5,2023,5/16/2023,Tuesday,May
19137,5/16/2023 12:00,Non-Violent,Property,Theft Over $5000,38 AV/76 ST,16,5,2023,5/16/2023,Tuesday,May
19138,5/16/2023 12:00,Non-Violent,Property,Theft Under $5000,109 ST/82 AV,16,5,2023,5/16/2023,Tuesday,May
19139,5/16/2023 12:00,Non-Violent,Property,Theft Under $5000,79 ST/86 AV,16,5,2023,5/16/2023,Tuesday,May
19140,5/16/2023 12:00,Disorder,General Disorder,Trouble with Person,121 AV/88 ST,16,5,2023,5/16/2023,Tuesday,May
19141,5/16/2023 12:00,Disorder,General Disorder,Trouble with Person,89 AV/98 ST,16,5,2023,5/16/2023,Tuesday,May
19143,5/16/2023 12:00,Disorder,General Disorder,Trouble with Person,122 ST/JASPER AV,16,5,2023,5/16/2023,Tuesday,May
19144,5/16/2023 12:00,Non-Violent,Property,Theft Under $5000,NOT NAMED RD/NOT NAMED RD,16,5,2023,5/16/2023,Tuesday,May
19145,5/16/2023 12:00,Non-Violent,Property,Break and Enter Residential,106 AV/132 ST,16,5,2023,5/16/2023,Tuesday,May
19146,5/16/2023 12:00,Non-Violent,Property,Theft Under $5000,107A ST/173A AV,16,5,2023,5/16/2023,Tuesday,May
19147,5/16/2023 12:00,Non-Violent,Property,Theft Under $5000,100 AV/109 ST,16,5,2023,5/16/2023,Tuesday,May
19148,5/16/2023 12:00,Non-Violent,Property,Possession Stolen Property,38 AV/76 ST,16,5,2023,5/16/2023,Tuesday,May
19149,5/16/2023 12:00,Non-Violent,Property,Fraud Personal,100A ST/101A AV,16,5,2023,5/16/2023,Tuesday,May
19150,5/16/2023 12:00,Non-Violent,Property,Theft Over $5000,101A AV/77 ST,16,5,2023,5/16/2023,Tuesday,May
19151,5/16/2023 12:00,Non-Violent,Property,Theft Under $5000,106 ST/117 AV,16,5,2023,5/16/2023,Tuesday,May
19153,5/16/2023 12:00,Non-Violent,Property,Theft Under $5000,68 AV/104 ST,16,5,2023,5/16/2023,Tuesday,May
19154,5/16/2023 12:00,Non-Violent,Property,Fraud General,140 AV/69 ST,16,5,2023,5/16/2023,Tuesday,May
19155,5/16/2023 12:00,Disorder,General Disorder,Trouble with Person,104 ST/67 AV,16,5,2023,5/16/2023,Tuesday,May
19156,5/16/2023 12:00,Violent,Personal Violence,Robbery Personal,124 ST/118 AV,16,5,2023,5/16/2023,Tuesday,May
19157,5/16/2023 12:00,Weapons,Weapons Violations,Weapons Complaint Firearm,52 ST/95 AV,16,5,2023,5/16/2023,Tuesday,May
19158,5/16/2023 12:00,Non-Violent,Property,Theft Under $5000,137 AV/50 ST,16,5,2023,5/16/2023,Tuesday,May
19159,5/16/2023 12:00,Non-Violent,Property,Possession Stolen Property,ORCHARDS BV SW/ORCHARDS BV SW,16,5,2023,5/16/2023,Tuesday,May
19160,5/16/2023 12:00,Non-Violent,Property,Theft Under $5000,102 AV/109 ST,16,5,2023,5/16/2023,Tuesday,May
19161,5/15/2023 12:00,Non-Violent,Property,Fraud - Financial,102 ST/104 AV,15,5,2023,5/15/2023,Monday,May
19162,5/15/2023 12:00,Disorder,General Disorder,Trouble with Person,111 AV/96 ST,15,5,2023,5/15/2023,Monday,May
19163,5/15/2023 12:00,Non-Violent,Property,Theft Under $5000,141 AV/142A AV,15,5,2023,5/15/2023,Monday,May
19164,5/15/2023 12:00,Non-Violent,Property,Break and Enter Residential,106 ST/118 AV,15,5,2023,5/15/2023,Monday,May
19165,5/15/2023 12:00,Violent,Personal Violence,Robbery Personal,137 AV/137 AV,15,5,2023,5/15/2023,Monday,May
19166,5/15/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,110A AV/153A ST,15,5,2023,5/15/2023,Monday,May
19167,5/15/2023 12:00,Non-Violent,Property,Theft Under $5000,170 ST/90 AV,15,5,2023,5/15/2023,Monday,May
19168,5/15/2023 12:00,Non-Violent,Property,Fire Arson,118 AV/54 ST,15,5,2023,5/15/2023,Monday,May
19169,5/15/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,66 AV/93 ST,15,5,2023,5/15/2023,Monday,May
19170,5/15/2023 12:00,Non-Violent,Property,Theft Under $5000,23 AV/66 ST,15,5,2023,5/15/2023,Monday,May
19172,5/15/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,120 AV/82 ST,15,5,2023,5/15/2023,Monday,May
19173,5/15/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,58 AV/RIVERBEND RD,15,5,2023,5/15/2023,Monday,May
19174,5/15/2023 12:00,Non-Violent,Property,Break and Enter Residential,LEE RIDGE RD/LEE RIDGE RD,15,5,2023,5/15/2023,Monday,May
19175,5/15/2023 12:00,Violent,Personal Violence,Assault,100 ST/102 AV,15,5,2023,5/15/2023,Monday,May
19176,5/15/2023 12:00,Non-Violent,Property,Theft Under $5000,104 ST/80 AV,15,5,2023,5/15/2023,Monday,May
19177,5/15/2023 12:00,Disorder,General Disorder,Trespassing,104 AV/104 AV,15,5,2023,5/15/2023,Monday,May
19178,5/15/2023 12:00,Disorder,General Disorder,Suspicious Vehicle,55 ST/145 AV,15,5,2023,5/15/2023,Monday,May
19180,5/15/2023 12:00,Non-Violent,Property,Internet Fraud,ARMITAGE CR SW/AMBLESIDE DR SW,15,5,2023,5/15/2023,Monday,May
19181,5/15/2023 12:00,Non-Violent,Property,Break and Enter Residential,117 AV/123 ST,15,5,2023,5/15/2023,Monday,May
19182,5/15/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,39 AV/22 ST,15,5,2023,5/15/2023,Monday,May
19183,5/15/2023 12:00,Disorder,General Disorder,Trouble with Person,128 AV/128 AV,15,5,2023,5/15/2023,Monday,May
19186,7/11/2023 12:00,Traffic,Criminal Flights/Impaired Operation/Escape Lawful ,Impaired Driving,30 AV/LAKEWOOD RD,11,7,2023,7/11/2023,Tuesday,Jul
19187,7/11/2023 12:00,Non-Violent,Property,Theft Under $5000,117 ST/167B AV,11,7,2023,7/11/2023,Tuesday,Jul
19188,7/11/2023 12:00,Non-Violent,Property,Theft Under $5000,144 AV/94 ST,11,7,2023,7/11/2023,Tuesday,Jul
19189,7/11/2023 12:00,Non-Violent,Property,Theft Under $5000,112 AV/94 ST,11,7,2023,7/11/2023,Tuesday,Jul
19191,7/11/2023 12:00,Non-Violent,Property,Theft Under $5000,127 AV/HERMITAGE RD,11,7,2023,7/11/2023,Tuesday,Jul
19192,7/11/2023 12:00,Non-Violent,Property,Theft Under $5000,MCMULLEN GR SW/MCMULLEN PL SW,11,7,2023,7/11/2023,Tuesday,Jul
19193,7/11/2023 12:00,Non-Violent,Property,Theft Under $5000,71 AV/95 ST,11,7,2023,7/11/2023,Tuesday,Jul
19194,7/11/2023 12:00,Non-Violent,Property,Fraud Personal,78 ST/98A AV,11,7,2023,7/11/2023,Tuesday,Jul
19195,7/11/2023 12:00,Non-Violent,Property,Fraud - Financial,100 ST/103 AV,11,7,2023,7/11/2023,Tuesday,Jul
19199,7/11/2023 12:00,Non-Violent,Property,Break and Enter Commercial,100 ST/MCDOUGALL HL,11,7,2023,7/11/2023,Tuesday,Jul
19200,7/11/2023 12:00,Non-Violent,Property,Theft Under $5000,111 ST/SOUTHGATE TC,11,7,2023,7/11/2023,Tuesday,Jul
19201,7/11/2023 12:00,Non-Violent,Property,Theft Under $5000,WINDERMERE WY SW/WINDERMERE WY SW,11,7,2023,7/11/2023,Tuesday,Jul
19202,7/11/2023 12:00,Disorder,General Disorder,Trouble with Person,102 ST/POST RD,11,7,2023,7/11/2023,Tuesday,Jul
19205,7/11/2023 12:00,Violent,Personal Violence,Assault,97 ST/NORTHGATE MALL RD,11,7,2023,7/11/2023,Tuesday,Jul
19206,7/11/2023 12:00,Non-Violent,Property,Theft Under $5000,123A ST/137 AV,11,7,2023,7/11/2023,Tuesday,Jul
19208,7/10/2023 12:00,Non-Violent,Property,Theft Under $5000,96 ST/105A AV,10,7,2023,7/10/2023,Monday,Jul
19209,7/10/2023 12:00,Violent,Personal Violence,Assault,100 ST/MACDONALD DR,10,7,2023,7/10/2023,Monday,Jul
19210,7/10/2023 12:00,Violent,Personal Violence,Assault,106 AV/109 ST,10,7,2023,7/10/2023,Monday,Jul
19211,7/10/2023 12:00,Non-Violent,Property,Internet Fraud,102 AV/75 ST,10,7,2023,7/10/2023,Monday,Jul
19212,7/10/2023 12:00,Non-Violent,Property,Theft Under $5000,126 ST/112 AV,10,7,2023,7/10/2023,Monday,Jul
19213,7/10/2023 12:00,Non-Violent,Property,Theft Under $5000,104 AV/146 ST,10,7,2023,7/10/2023,Monday,Jul
19214,7/10/2023 12:00,Non-Violent,Property,Break and Enter Residential,110 AV/161 ST,10,7,2023,7/10/2023,Monday,Jul
19215,7/10/2023 12:00,Disorder,General Disorder,Trouble with Person,28 AV/66 ST,10,7,2023,7/10/2023,Monday,Jul
19216,7/10/2023 12:00,Disorder,General Disorder,Trouble with Person,22 AV/57 ST,10,7,2023,7/10/2023,Monday,Jul
19217,7/10/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,109 ST/82 AV,10,7,2023,7/10/2023,Monday,Jul
19219,7/10/2023 12:00,Non-Violent,Property,Theft of Motor Vehicle,107A AV/97 ST,10,7,2023,7/10/2023,Monday,Jul
19220,7/10/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,79 ST/79 ST,10,7,2023,7/10/2023,Monday,Jul
19221,7/10/2023 12:00,Non-Violent,Property,Internet Fraud,127 ST/VILLA AV,10,7,2023,7/10/2023,Monday,Jul
19222,7/10/2023 12:00,Non-Violent,Property,Theft Under $5000,100 ST/102 AV,10,7,2023,7/10/2023,Monday,Jul
19223,7/10/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,104 AV/104 AV,10,7,2023,7/10/2023,Monday,Jul
19224,7/10/2023 12:00,Non-Violent,Property,Theft Under $5000,132 ST/132 ST,10,7,2023,7/10/2023,Monday,Jul
19226,7/10/2023 12:00,Non-Violent,Property,Break and Enter Residential,140 ST/159A AV,10,7,2023,7/10/2023,Monday,Jul
19227,7/10/2023 12:00,Non-Violent,Property,Break and Enter Commercial,107 AV/109 ST,10,7,2023,7/10/2023,Monday,Jul
19229,7/10/2023 12:00,Non-Violent,Property,Theft Under $5000,112 ST/NOT NAMED RD,10,7,2023,7/10/2023,Monday,Jul
19231,7/10/2023 12:00,Non-Violent,Property,Theft Under $5000,109 ST/JASPER AV,10,7,2023,7/10/2023,Monday,Jul
19235,7/10/2023 12:00,Disorder,Mischief/Graffiti,Mischief - Property,108 AV/108 AV,10,7,2023,7/10/2023,Monday,Jul
19236,7/10/2023 12:00,Disorder,General Disorder,Trouble with Person,132 AV/59 ST,10,7,2023,7/10/2023,Monday,Jul
19237,7/10/2023 12:00,Non-Violent,Property,Theft Under $5000,MEADOWLARK RD/MEADOWLARK TC,10,7,2023,7/10/2023,Monday,Jul
19238,7/10/2023 12:00,Violent,Personal Violence,Assault,CRAWFORD CL SW/CRAWFORD LK SW,10,7,2023,7/10/2023,Monday,Jul
19239,7/9/2023 12:00,Non-Violent,Abandoned/Recovered/Seized Vehicles,Recovered Motor Vehicle,108 ST/108 ST,9,7,2023,7/9/2023,Sunday,Jul
19241,7/9/2023 12:00,Violent,Personal Violence,Robbery Commercial,118 AV/50 ST,9,7,2023,7/9/2023,Sunday,Jul
19242,7/9/2023 12:00,Violent,Personal Violence,Assault,104 AV/156 ST,9,7,2023,7/9/2023,Sunday,Jul
